Name	Actor	Genre	Directors	Maturity	Story-line	Popularity	Distributed_by	Production_Company,Name,Production_Company,Distributed_by,Popularity,Story-line,Actor,Maturity,Genre,Directors
80039399,Brotherly Love,,,,"A teen basketball star faces pressure to make it big, while his twin sister embarks on a risky romance and their brother is drawn into a street war.","Keke Palmer, Quincy Brown, Cory Hardrict",16+ ,"Dramas, Sports Dramas, Sports Films",Jamal Hill
80115101,Deuces,,,,"Assigned to go undercover to take down an impenetrable crime ring, a detective finds himself falling under the sway of its enigmatic leader.","Larenz Tate, Meagan Good, Lance Gross",16+ ,"Crime Films, Crime Dramas, Dramas",Jamal Hill
80039644,(T)ERROR,,,This eye-opening film won a Special Jury Prize at Sundance and an Emmy for Outstanding Investigative Documentary.,This real-life look at FBI counterterrorism operations features access to both sides of a sting: the government informant and the radicalized target.,,16+ ,"Critically-acclaimed Films, Award-winning Films, Documentaries, Critically-acclaimed Documentaries, Social & Cultural Documentaries","Lyric R. Cabral, David Felix Sutcliffe"
80991267,NOVA: 15 Years of Terror,,,,Officials and experts discuss violent radicalization in the internet age and how governments leverage technology and psychology to address new threats.,"Miles O'Brien, Michael Frederick",13+ ,"Crime Films, Gangster Films, Crime Documentaries, Documentaries, True Crime Documentaries, Social & Cultural Documentaries, Military Documentaries, Political Documentaries",Miles O'Brien
80990814,Ringan,,,,"Desperate to save his land, an indebted farmer journeys to Pandharpur to seek divine blessing with his small son, who searches for his mother.","Shashank Shende, Sahil Joshi, Suhas Sirsat",13+ ,"Critically-acclaimed Films, Indian Films, Marathi-Language Films, Award-winning Films, National Film Award-winning Films, Dramas, Social Issue Dramas",Makarand Mane
70116578,Sanai Choughade,,,,"In an effort to honor the family matriarch's dying wish, Urmila and her husband, Shrikant, embark on a quest to find a husband for charismatic yet choosey Sai. But some things are easier said than done.","Shreyas Talpade, Subodh Bhave, Sai Tamhankar",13+ ,"Indian Films, Marathi-Language Films, Romantic Indian Films, Comedies, Romantic Comedies, Dramas, Romantic Dramas, Romantic Films",Rajeev Patil
80235957,Irada Pakka,,,,"Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path.","Siddarth Jadhav, Sonalee Kulkarni, Smita Jaykar",13+ ,"Indian Films, Marathi-Language Films, Romantic Indian Films, Comedies, Dark Comedies, Romantic Comedies, Dramas, Romantic Dramas, Romantic Films",Kedar Shinde
70114043,Yanda Kartavya Aahe,Everest Entertainment,,,"Thanks to an arranged marriage that was designed to make an ailing grandmother happy, newlyweds Rahul and Swati are virtually strangers. Can a four-day honeymoon make a difference when it comes to the couple's feelings about each other?","Ankush Chaudhari, Smita Shewale, Mohan Joshi",7+ ,"Indian Films, Marathi-Language Films, Romantic Indian Films, Comedies, Romantic Comedies, Dramas, Romantic Dramas, Romantic Films",Kedar Shinde
80156769,"Twisted Trunk, Big Fat Body",,,,"After terrorists place a bomb inside a toy Lord Ganesha, a child takes off with the dangerous doll, setting it on a course throughout all of Mumbai.","Vijay Maurya, Naman Jain, Usha Nadkarni",13+ ,"Indian Films, Marathi-Language Films, Dramas, Political Dramas",Punarvasu Naik
80202086,Aata Pita,,Everest Entertainment Pvt. Ltd.,,A municipal clerk with literary ambitions stalks a loan recovery officer on whom he has decided to base his story's central character.,"Bharat Jadhav, Sanjay Narvekar, Satish Phulekar",13+ ,"Indian Films, Marathi-Language Films, Comedies, Sci-Fi & Fantasy, Fantasy",Uttung Shelar
80202085,Shejari Shejari,,,,"After leaving her husband, a woman is informed by her lawyer that she can only claim her inheritance from her grandfather if she is happily married.","Laxmikant Berde, Ravindra Berde, Kishore Nandlaskar",7+ ,"Music & Musicals, Indian Musicals, Indian Films, Marathi-Language Films, Romantic Indian Films, Comedies, Wacky Comedies, Romantic Comedies, Slapstick Comedies, Romantic Films",Dilip Kolhatkar
80201626,Badha,,,,A young woman who is suspected of practicing black magic and witchcraft is demonized and forced to live apart from her family.,"Amruta Subhash, Rajesh More, Devika Daftardar",13+ ,"Indian Films, Marathi-Language Films, Dramas","Sumitra Bhave, Sunil Sukthankar"
80202087,Fakta Ladh Mhana,,,,"A young man enlists the help of his friends to avenge his uncle's death by taking on a powerful, unscrupulous politician.","Sachin Khedekar, Bharat Jadhav, Aniket Vishwasrao",16+ ,"Indian Films, Marathi-Language Films, Crime Films, Crime Dramas, Action & Adventure, Crime Action & Adventure, Dramas",Sanjay Jadhav
80207447,Siddhant,,,,A principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.,"Vikram Gokhale, Swati Chitnis, Kishore Kadam",7+ ,"Indian Films, Hindi-Language Films, Dramas",Vivek Wagh
80102080,Ottaal,Director Cutz Film Company Ltd]],Qube IndiaReelmonk,"This adaptation of Anton Chekhov's story ""Vanka"" won a Crystal Bear award at the Berlin International Film Festival.","Young orphan Kuttappayi goes to live with his grandfather in the country, but his new life takes a hard turn when his grandfather's health fails.","Ashanth K. Shah, Kumarakom Vasudevan, Shine Tom Chacko",7+ ,"Indian Films, Malayalam-Language Films, Dramas, Dramas based on a book, Social Issue Dramas",Jayaraj Rajasekharan Nair
80218783,Mantra,,,,An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.,"Rajat Kapoor, Lushin Dubey, Kalki Koechlin",13+ ,"Indian Films, Hindi-Language Films, Dramas",Nicholas Kharkongor
80234238,Salaam Kashmir,Varnachithra Big Screen,Varnachithra Release,,"A househusband leads a content domestic life giving cooking lessons, doing chores and running errands ... until a mysterious figure gets in touch.","Jayaram, Suresh Gopi, Miya",13+ ,"Indian Films, Malayalam-Language Films, Action & Adventure, Dramas",Joshi
80201817,Zenda,,,,A change in the leadership of a political party sparks bitter conflict and the party's division into two rival factions.,"Santosh Juvekar, Siddharth Chandekar, Sachit Patil",13+ ,"Indian Films, Marathi-Language Films, Dramas, Political Dramas",Avadhoot Gupte
80201604,Haapus,,,,The son of an astrologer faces opposition from his superstitious father regarding his scheme of launching a mango business.,"Sulabha Deshpande, Shivaji Satham, Subodh Bhave",13+ ,"Indian Films, Marathi-Language Films, Comedies, Dramas",Abhijeet Satam
80201610,Coffee Ani Barach Kahi,Motionscape Entertainment,Everest Entertainment  White Swan Productions(Presenter) Ravi Jadhav Films (Presenter),,"The anatomy and evolution of a young couple's relationship, along with the struggles they face, are explored in two separate timelines.","Neha Mahajan, Prarthana Behere, Vaibhav Tatwawdi",13+ ,"Indian Films, Marathi-Language Films, Romantic Indian Films, Comedies, Romantic Comedies, Romantic Films",Prakash Kunte
80201607,Mumbai Pune Mumbai,,,,A woman on her way to meet -- and reject -- a prospective bridegroom ends up spending the day with a complete stranger.,"Mukta Barve, Swapnil Joshi",7+ ,"Indian Films, Marathi-Language Films, Romantic Indian Films, Comedies, Romantic Comedies, Romantic Films",Satish Rajwade
80201621,Mumbai Pune Mumbai 2,Yashlita Enterprises Pvt. Ltd.,Mirah EntertainmentEverest EntertainmentEros International,,An upcoming wedding is fraught with uncertainty after the bride-to-be begins to have doubts about her decision to get married.,"Swapnil Joshi, Mukta Barve, Prashant Damle",7+ ,"Indian Films, Marathi-Language Films, Romantic Indian Films, Comedies, Romantic Comedies, Dramas, Romantic Dramas, Romantic Films",Satish Rajwade
80201611,Happy Journey,,,,The ghost of a dead woman helps her brother overcome his guilt and regrets and undertake the journey back to happiness.,"Atul Kulkarni, Priya Bapat, Pallavi Subhash Shirke",13+ ,"Indian Films, Marathi-Language Films, Dramas",Sachin Kundalkar
80201816,Matichya Chuli,,,,"A jealous, possessive mother thinks she is competing with her new daughter-in-law for the affections of her overindulged son.","Sudhir Joshi, Vandana Gupte, Ankush Chaudhari",13+ ,"Indian Films, Marathi-Language Films, Comedies, Dramas","Sudesh Manjrekar, Atul Kale"
80201608,Lalbaug Parel: Zali Mumbai Sonyachi,,,,Industrial workers struggle against the greed of their employers and the apathy of the government toward the conditions in which they live and work.,"Sachin Khedekar, Seema Biswas, Ankush Chaudhari",16+ ,"Indian Films, Marathi-Language Films, Dramas, Social Issue Dramas",Mahesh Manjrekar
80201615,YZ,,,,A 33-year-old introvert and loner is compelled to take steps to abandon the shell of isolation that he has built for himself.,"Sagar Deshmukh, Akshay Tanksale, Parna Pethe",7+ ,"Indian Films, Marathi-Language Films, Romantic Indian Films, Comedies, Romantic Comedies, Romantic Films",Sameer Vidwans
80156856,We Are Family,,,,"Fed up with being shuffled around, a boy from a big blended family decides that the kids should live in one house and the parents take turns visiting.","Julie Gayet, Thierry Neuvic, Julie Depardieu",16+ ,"International Films, French Films, Comedies",Gabriel Julien-Laferrière
80106036,The Lion Woman,,,,A girl born with a condition that causes abnormal hair growth across her body tries to cope with the challenges of being different.,"Rolf Lassgård, Kjersti Tveterås, Rolf Kristian Larsen",13+ ,"International Films, Norwegian Films, Dramas, Dramas based on a book, Dramas based on contemporary literature",Vibeke Idsøe
70034487,Dominion: Prequel to the Exorcist,Morgan Creek Productions,Warner Bros.,,Father Merrin is drawn into a battle against evil after uncovering a mysterious buried church and a series of horrific events.,"Stellan Skarsgård, Gabriel Mann, Clara Bellar",16+ ,"Hollywood Films, Horror Films, Supernatural Horror Films",Paul Schrader
80107681,Let's Be Evil,Posterity Pictures,"
Netflix
IFC Midnight
",,"While supervising a program for gifted children who wear augmented reality glasses, three chaperones find themselves hunted by their charges.","Elizabeth Morris, Elliot James Langridge, Kara Tointon",16+ ,"British Films, Thrillers, Independent Thrillers, Sci-Fi Thrillers, Horror Films, Independent Films, Sci-Fi & Fantasy, Sci-Fi Horror Films",Martin Owen
80992365,The Mansion,,,,"A group of students celebrates New Year's at a remote Belgian estate, where their substance-fueled revelry soon descends into a bloodstained nightmare.","Nathalie Odzierejko, Marc Jarousseau, Ludovik Day",16+ ,"International Films, French Films, Comedies, Horror Films, Horror Comedy",Tony Datis
80070182,Circle,,,,"When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.","Julie Benz, Mercy Malick, Carter Jenkins",16+ ,"Dramas, Independent Dramas, Thrillers, Mind Game Thrillers, Independent Thrillers, Psychological Thrillers, Sci-Fi Thrillers, Independent Films, Sci-Fi & Fantasy","Aaron Hann, Mario Miscione"
80013607,It Follows,"
Northern Lights Films
Animal Kingdom
Two Flints
",RADiUS-TWC,,"After a sexual tryst, Jay learns that her date has passed on a lethal curse that can only be shed by sleeping with another unsuspecting partner.","Maika Monroe, Keir Gilchrist, Daniel Zovatto",16+ ,"Critically-acclaimed Films, Award-winning Films, Horror Films, Supernatural Horror Films, Independent Films",David Robert Mitchell
80142477,Running Wild,,,,"While tending to a herd of wild horses, a widow tries to protect a convict rehab program she runs on her ranch from an activist with an agenda.","Sharon Stone, Tommy Flanagan, Jason Lewis",13+ ,Dramas,Alex Ranarivelo
70304991,Before I Go to Sleep,,,"Academy Award winners Nicole Kidman (""The Hours"") and Colin Firth (""The King's Speech"") star in this dramatic thriller.","After surviving a brutal assault, a woman awakens each morning incapable of remembering anything about her past, including the previous day.","Nicole Kidman, Colin Firth, Mark Strong",16+ ,"Thrillers, Mind Game Thrillers, Mysteries, Psychological Thrillers",Rowan Joffe
60002319,Unbreakable,,,"Bruce Willis and Samuel L. Jackson star in this thriller by M. Night Shyamalan, director of The Sixth Sense.",An ordinary man makes an extraordinary discovery when a train crash leaves his fellow passengers dead but him unscathed. Is he truly unbreakable?,"Bruce Willis, Samuel L. Jackson, Robin Wright",13+ ,"Hollywood Films, Thrillers, Mind Game Thrillers, Supernatural Thrillers, Psychological Thrillers, Sci-Fi Thrillers, Sci-Fi & Fantasy, Blockbuster Sci-Fi & Fantasy",M. Night Shyamalan
538871,Geronimo: An American Legend,,Columbia Pictures,,Wes Studi has the title role in this sprawling Western recounting famed Apache warrior Geronimo's losing battle with the U.S. Army in the late 1800s.,"Jason Patric, Gene Hackman, Robert Duvall",13+ ,"Hollywood Films, Westerns, Dramas, Biographical Dramas, Dramas based on real life, Military Dramas, Political Dramas",Walter Hill
1145170,Young Guns II,Morgan Creek Productions,20th Century Fox,,"With a bounty on his head, Billy the Kid and company run off to Mexico, only to be sought after by Pat Garrett, a former partner of Billy's.","Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips",16+ ,"Hollywood Films, Westerns, Critically-acclaimed Films, Award-winning Films, Golden Globe Award-winning Films, Action & Adventure",Geoff Murphy
70130432,Return to the 36th Chamber,,Shaw Brothers Studio,,"When thugs prey upon innocent factory workers, a small-time scammer trains for revenge by studying the moves of Shaolin temple monks.","Gordon Liu, Lung Wei Wang, Hou Hsiao",13+ ,"International Films, Hong Kong Films, Action & Adventure, Martial Arts Films",Chia-Liang Liu
80221279,OCTB,,,,An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong.,"Jordan Chan, Justin Cheung, Kwok-Kwan Chan",13+ ,"Series, Chinese  Programmes, Crime Programmes, Asian Programmes, Drama Programmes",
80094387,A Man Called God,Munhwa Broadcasting Corporation,,,"Raised in America, government agent Choi Kang-Ta returns to Korea with the skills of an assassin and a thirst for revenge on his father’s killers.","Song Il-gook, Han Chae-young, Kim Min-jong",16+ ,"Series, K-dramas, TV Programmes based on Comics, Crime Programmes, Asian Programmes, Action & Adventure Programmes, Drama Programmes",
70143760,HELL DRIVER,,,,"A criminal escapes hell to pursue the cult that killed his daughter and abducted her baby, racing to save the infant before the group sacrifices her.","Nicolas Cage, Amber Heard, William Fichtner",16+ ,"Hollywood Films, Action & Adventure, Action Thrillers",Patrick Lussier
60001377,The Five Venoms,Shaw Brothers Studio,Shaw Brothers Studio,,A dying kung fu master sends his last student to track down five former pupils in order to learn which one of them has become evil.,"Sheng Chiang, Chien Sun, Philip Kwok",16+ ,"International Films, Hong Kong Films, Crime Films, Action & Adventure, Crime Action & Adventure, Martial Arts Films",Cheh Chang
70111922,Opium and the Kung Fu Master,Shaw Brothers Studio,Shaw Brothers Studio,,Tieh Chiao-san works with his kung fu students to protect his village from crime. But he struggles when an opium dealer starts to ruin the town.,"Ti Lung, Te-Lo Mai, Leanne Liu",16+ ,"International Films, Hong Kong Films, Action & Adventure, Martial Arts Films",Chia Tang
80224055,Christmas With A View,,,,"Still reeling from a business failure, the restaurant manager of a ski resort finds her world jolted by a new chef, who has his own hidden past.","Scott Cavalheiro, Kaitlyn Leeb, Vivica A. Fox",All ,Romantic Films,Justin G. Dyck
80097691,The Monkey King 2,Filmko Entertainment,Filmko PicturesChina Film Co LtdJiangsu Anshi YingNa Film DistributionInternational-Aeon pictures Studio,,"After escaping the Mountain of Five Elements, the Monkey King accompanies the young monk who freed him on a dangerous quest to recover sacred scrolls.","Aaron Kwok, Gong Li, Feng Shaofeng",13+ ,"Critically-acclaimed Films, International Films, Action & Adventure, Adventures, Martial Arts Films, Sci-Fi & Fantasy, Action Sci-Fi & Fantasy, Fantasy",Cheang Pou Soi
70132688,The Assailant,RT2A Produções Cinematográficas,Sony PicturesColumbia Pictures,,"Manuel Henrique Pereira is one of Brazil's most famous practitioners of Capoeira, the dazzling mixture of martial arts and fluid dance moves.","Aílton Carmo, Jessica Barbosa, Anderson Santos de Jesus",16+ ,"International Films, Latin American Films, Action & Adventure",João Daniel Tikhomiroff
70266411,Ninja: Shadow of a Tear,Nu ImageSwingin' Productions,Millennium Films,,"When his pregnant wife is savagely murdered, martial arts master Casey Bowman seeks retribution against the brutal drug lord behind the killing.","Scott Adkins, Kane Kosugi, Mika Hijii",16+ ,"Action & Adventure, Action Thrillers, Martial Arts Films",Isaac Florentine
70272637,Machete Kills,Quick Draw ProductionsTroublemaker Studios[1],Open Road Films,"Danny Trejo kills, while Lady Gaga, Antonio Banderas and Jessica Alba join the fun in Robert Rodriguez' blood fest.",Ex-Federal Machete returns to battle when the U.S. government recruits him to take down a psychotic revolutionary and a billionaire arms dealer.,"Danny Trejo, Sofía Vergara, Charlie Sheen",16+ ,"Crime Films, Action & Adventure, Action Thrillers, Crime Action & Adventure",Robert Rodriguez
60010488,Indiana Jones and the Temple of Doom,Lucasfilm Ltd.,Paramount Pictures,"This sequel took home an Oscar for its eye-popping array of special effects, from monkey brains to molten lava.","Indiana Jones, his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone.","Harrison Ford, Kate Capshaw, Amrish Puri",13+ ,"Hollywood Films, Critically-acclaimed Films, Award-winning Films, Action & Adventure, Adventures, Children & Family Films",Steven Spielberg
70108779,2012,,,"Roland Emmerich's blockbuster disaster flick opened at No. 1 at the box office, for one of the biggest openings of 2009.","When a flood of natural disasters threatens to destroy the world, a divorced dad desperately attempts to save his family in this doomsday thriller.","John Cusack, Amanda Peet, Chiwetel Ejiofor",13+ ,"Hollywood Films, Action & Adventure, Action Thrillers, Adventures, Sci-Fi Thrillers, Sci-Fi & Fantasy, Blockbuster Sci-Fi & Fantasy, Action Sci-Fi & Fantasy, Sci-Fi Adventure",Roland Emmerich
70084769,Rambo,,,Sylvester Stallone keeps old-school action alive and kicking with this fourth film in the legendary franchise.,"When governments fail to act on behalf of captive missionaries, former Green Beret John Rambo sets aside his peaceful existence to take action.","Sylvester Stallone, Julie Benz, Matthew Marsden",16+ ,"Hollywood Films, Action & Adventure, Action Thrillers, Military Action & Adventure",Sylvester Stallone
80992111,Ladronas de almas,,,,"During Mexico's War of Independence, a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters.","Sofía Sisniega, Natasha Dupeyron, Ana Sofía Durán",16+ ,"International Films, Latin American Films, Horror Films",Juan Antonio de la Riva
80163407,KL Zombi,,,,A field hockey-playing pizza delivery boy finds himself transformed from slacker to zombie slayer during an outbreak of the undead in Kuala Lumpur.,"Zizan Razak, Siti Saleha, Zain Hamid",16+ ,"International Films, Comedies, Wacky Comedies, Dark Comedies, Horror Films, Horror Comedy",Woo Ming Jin
80203784,Rise of the Zombie,,Reliance Entertainment,,"A heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations.","Luke Kenny, Kirti Kulhari, Ashwin Mushran",16+ ,"Indian Films, Hindi-Language Films, Horror Films","Devaki Singh, Luke Kenny"
80999985,Still,,,,"A haunted hotel, a body in a water tank, a nightclub fire and a prison death comprise four horror tales taken from Thailand's newspaper headlines.","Mai Charoenpura, Akara Amarttayakul, Supakson Chaimongkol",16+ ,"International Films, Thai Films, Horror Films, Supernatural Horror Films","Chatchai Katenut, Manussa Vorasingha, Tanwarin Sukkhapisit, Poj Arnon"
70062814,Shutter,,,,"After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.","Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana",16+ ,"International Films, Thai Films, Horror Films, Supernatural Horror Films","Banjong Pisanthanakun, Parkpoom Wongpoom"
80191356,Bruno and Boots: Go Jump in the Pool,,,"The first screen adaptation of Gordon Korman's enduringly popular ""Macdonald Hall"" young adult book series.","To keep pal Boots from being sent to a rival school with better athletics, prankster Bruno leads an epic campaign to build a pool at Macdonald Hall.","Jonny Gray, Callan Potter, Peter Keleghan",7+ ,"Children & Family Films, Films based on children's books, Comedies",Vivieno Caldinelli
80191358,Bruno and Boots: The Wizzle War,,,,"Fed up with weird dress codes and wacky punishments, the students of neighboring schools face off against two recently hired oddball authoritarians.","Jonny Gray, Callan Potter, Matt Baram",7+ ,"Children & Family Films, Comedies, Wacky Comedies",Vivieno Caldinelli
80144408,Maggie & Bianca: Fashion Friends,Rai GulpNetflix (worldwide)[1],,,"Originally polar opposites, an American fashion student and the daughter of an industry mogul form an everlasting bond and start a rock band in Milan.","Emanuela Rei, Giorgia Boni, Sergio Ruggeri",7+ ,"Series, Italian TV Programmes, Kids’ Programmes, Comedy Programmes",Iginio Straffi
70236016,Radio Rebel,Disney Channel,,,"Shy student Tara has a secret identity: She is smooth-talking Radio Rebel, a DJ who lends her voice to all kids, popular and unpopular alike.","Debby Ryan, Sarena Parmar, Adam DiMarco",7+ ,"Children & Family Films, Disney Films",Peter Howitt
80102200,Backstage,,,,"Teens at an elite school for the arts sing, dance and act their way through performances as they face challenges that test them onstage and off.","Devyn Nekoda, Alyssa Trask, Aviva Mongillo",7+ ,"Series, Canadian TV Programmes, Kids’ Programmes, Drama Programmes",
80049870,Dawn of the Croods,Netflix,,"This family series is based on the 2013 movie “The Croods,” which opened at No. 1 in the U.S. and 54 other countries.","The world's first family is back for more laughs as they discover sports, sleepovers and other wonders in a world of exotic creatures and adventures.","Stephanie Lemelin, A.J. LoCascio, Dan Milano",7+ ,"Animation, Series, Kids’ Programmes, TV Cartoons",
80135563,Tellur Aliens,,,,Three teenaged best friends on the planet Telluria begin an incredible journey of adventure as they fight against the most evil being in the universe.,,7+ ,"Animation, International Films, Children & Family Films",Einar Gabbassov
80226557,Leo & Tig,,,,Spunky leopard cub Leo and his loyal tiger pal Tig team up for fun and adventure as they explore the forest and learn about ancient legends.,"Agniya Kuznetsova, Alexandra Ursulyak, Dmitriy Nazarov",7+ ,"Animation, Series, Russian TV Shows, Kids’ Programmes, Talking-Animal Kids' TV, Little Kids TV, Little Kids, TV Cartoons, Animal Tales",
18110943,A Bug's Life,"
Walt Disney Pictures
Pixar Animation Studios
",Buena Vista Pictures,This Pixar flick featuring the voices of Dave Foley and Kevin Spacey was the highest-grossing animated film of 1998.,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony.","Dave Foley, Kevin Spacey, Julia Louis-Dreyfus",7+ ,"Hollywood Films, Critically-acclaimed Films, Animation, Children & Family Films, Disney Films, Disney Family Features, Animal Tales, Comedies","John Lasseter, Andrew Stanton"
60036638,Toy Story 2,"
Walt Disney Pictures
Pixar Animation Studios
",Buena Vista Pictures,"This is one sequel that's just as good as the original, thanks in part to stars Tom Hanks and Tim Allen.","When Andy goes off to cowboy camp, an obsessive collector kidnaps Woody, and it's up to Buzz Lightyear and the gang to save their pal.","Tom Hanks, Tim Allen, Joan Cusack",7+ ,"Hollywood Films, Critically-acclaimed Films, Animation, Award-winning Films, Golden Globe Award-winning Films, Children & Family Films, Disney Films, Disney Family Features, Comedies",John Lasseter
70050483,Meet the Robinsons,Walt Disney PicturesWalt Disney Animation Studios,Buena Vista Pictures,,"Young Lewis, who's always wondered why his mother put him up for adoption, may get his answer when Wilbur Robinson whisks him away to the future.","Daniel Hansen, Wesley Singerman, Angela Bassett",7+ ,"Hollywood Films, Animation, Children & Family Films, Films based on children's books, Disney Films, Disney Family Features, Comedies","Stephen J. Anderson, Stephen Anderson"
80163060,Shopkins,,,,"Tiny grocery store items come to life as the Shopkins, who have fun adventures with each other at Small Mart and the magical town called Shopville.",Kate Murphy,All ,"Animation, Series, Australian TV Programmes, Kids’ Programmes, Little Kids TV, Little Kids, TV Cartoons",
80176260,My Little Pony: The Movie,,,,"When the evil Storm King threatens the Ponyville residents, the courageous Mane 6 ponies journey beyond the borders of Equestria to save their home.","Tara Strong, Ashleigh Ball, Emily Blunt",All ,"Animation, Kids' Music, Children & Family Films, Animal Tales",Jayson Thiessen
70276351,My Little Pony: Equestria Girls,,,,"When a crown is stolen from the Crystal Empire, Twilight Sparkle takes on a whole new identity, a human teenage girl, in her quest to get it back.","Tara Strong, Ashleigh Ball, Andrea Libman",All ,"Animation, Children & Family Films, Little Kids, Animal Tales, Comedies",Jayson Thiessen
70291096,Barbie & Her Sisters in a Pony Tale,,,,"Barbie and her sisters set off on a Swiss adventure to the majestic Alps, where they're excited to spend the summer at a fun-filled riding academy!","Kelly Sheridan, Kazumi Evans, Claire Corlett",All ,"Animation, Children & Family Films, Animal Tales",Kyran Kelly
80115432,Spirit Riding Free,Netflix,,"Stallion Spirit, star of the Oscar-nominated animated feature, returns to the screen in this Western-inspired series.","In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail.","Amber Frank, Sydney Park, Bailey Gambertoglio",7+ ,"Animation, Series, Kids’ Programmes, TV Cartoons, Animal Tales",
80057578,The Little Prince,,,,"When an overscheduled girl befriends an eccentric aviator, he regales her with tales about the adventures of an unusual boy who lives on an asteroid.","Jeff Bridges, Rachel McAdams, Paul Rudd",7+ ,"Critically-acclaimed Films, Animation, International Films, Award-winning Films, Children & Family Films, Films based on children's books",Mark Osborne
70307653,Pan,,,,"As a kind of prequel to the Peter Pan story, this fantasy relates how Peter first met and initially befriended Captain Hook and fought alongside him.","Hugh Jackman, Garrett Hedlund, Rooney Mara",7+ ,"Children & Family Films, Films based on children's books",Joe Wright
80131505,Mutant Busters,,,,"After a natural disaster known as the Big Fart leaves Earth divided, only Sheriff and his rebel misfits can protect the planet from a mutant invasion.","Dermot Arrigan, James Giblin, Noah Levin",7+ ,"Animation, Series, Spanish TV Programmes, Kids’ Programmes, Comedy Programmes, TV Cartoons",
80045820,Danger Mouse,,,,The world's greatest super-spy returns to save the world with the help of hapless hamster Penfold and a collection of state-of-the-art gadgetry.,"Alexander Armstrong, Kevin Eldon, Stephen Fry",7+ ,"Animation, Series, British Programmes, Kids’ Programmes, Talking-Animal Kids' TV, Superheroes, TV Cartoons",
70295415,LEGO: Marvel Super Heroes: Maximum Overload,,,"Troy Baker, who performs here as Loki, also voices Batman in ""LEGO Batman: The Movie.""",Villainous Loki is amassing an army to conquer Earth! His antics are keeping Spider-Man and S.H.I.E.L.D. busy as they tackle a host of bad guys.,"Troy Baker, Drake Bell, Fred Tatasciore",7+ ,"Animation, Series, TV Programmes based on Comics, Kids’ Programmes, Superheroes, TV Cartoons",Greg Richardson
70045399,Barbie Mermaidia,,,,"In this sequel to Fairytopia, Barbie stars as enchanted fairy Elina, who learns that a wicked sprite has captured her friend Nalu, a merman prince.","Kelly Sheridan, Lee Tockar, Christopher Gaze",All ,"Animation, Kids' Music, Children & Family Films","William Lau, Walter P. Martishius"
70301472,"Monster High: Frights, Camera, Action!","YouTube, YouTube Kids",,,"Draculaura is whisked to Transylvania to be crowned vampire queen, but when she learns she's been duped, the search is on for the true royal heir.","Kate Higgins, Salli Saffioti, Debi Derryberry",All ,"Animation, Series, Kids’ Programmes, TV Cartoons",William Lau
80126989,Wanda and the Alien,,,,"Wanda is a sweet rabbit who looks after her family in their home under a tree. When an alien friend from outer space joins the fun, she learns a lot!",,All ,"Animation, Series, TV Programmes based on Books, British Programmes, Kids’ Programmes, Talking-Animal Kids' TV, Little Kids TV, Little Kids, TV Cartoons",
70278879,Daniel Tiger's Neighbourhood,PBS,,,"Continuing the revered traditions of ""Mr. Rogers' Neighborhood,"" this animated show for preschoolers is based on the adventures of young Daniel Tiger.","Jake Beale, Tommy Lioutas, Heather Bambrick",All ,"Animation, Series, Kids’ Programmes, Education, Little Kids TV, Little Kids, TV Cartoons, Education & Guidance",
80000439,Boj,,,,A fun-loving bilby -- a rare animal from the Australian Outback -- moves to a new neighborhood where he makes friends and has exciting adventures.,"Ziggy Badans, Jason Donovan, Josie Taylor",All ,"Animation, Series, Australian TV Programmes, TV Programmes based on Books, Kids’ Programmes, Talking-Animal Kids' TV, Little Kids TV, Little Kids, TV Cartoons",
80142000,Tayo the Little Bus,Educational Broadcasting SystemDisney Junior,,,"As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.","Robyn Slade, Kami Desilets",All ,"Animation, Series, Asian Programmes, Kids’ Programmes, Little Kids TV, Little Kids, TV Cartoons",
80044908,Mother Goose Club,Sockeye Media,,,Classic nursery rhymes and children's songs get a fresh twist in this high-energy program that helps kids learn as they dance and sing along.,"Joseph Lopez, Liam Remick, Ivy Rhodes",All ,"Series, Kids’ Programmes, Little Kids TV, Little Kids",
80227186,Simon,,,,"With his vivid imagination, Simon the rabbit searches for fun while learning about the importance of responsibility and communication.","Loti Bailey, Hayden Connett, Keith Faulkner",All ,"Animation, Series, TV Programmes based on Books, Kids’ Programmes, Talking-Animal Kids' TV, Little Kids TV, Little Kids, TV Cartoons",
