,Name,Actor,Genre,Directors,Maturity,Story-line,Popularity
80101827,The White Helmets,,"Critically-acclaimed Films, Award-winning Films, Academy Award-Winning Films, Documentaries, Critically-acclaimed Documentaries, Social & Cultural Documentaries",Orlando von Einsiedel,13+ ,"As daily airstrikes pound civilian targets in Syria, a group of indomitable first responders risk their lives to rescue victims from the rubble.","From the makers of ""Virunga,"" this powerful glimpse into war-torn Syria won an Oscar for Best Documentary Short Subject."
80124724,Alan Saldaña: Mi vida de pobre,Alan Saldaña,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,Mexican comic Alan Saldaña has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.,
80192065,Carlos Ballarta: Furia Ñera,Carlos Ballarta,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,Mexican comic Carlos Ballarta mocks himself and points out the absurdities of parenthood and how he uses his wife's pregnancies to avoid commitments.,
80124725,Carlos Ballarta: El amor es de putos,Carlos Ballarta,"Stand-up & Chat Shows, Comedies, Dark Comedies, Stand-up Comedy","Jan Suter, Raúl Campos Delgado",16+ ,"Carlos Ballarta mocks daily life in Mexico, including public transit, the education system and the corn seller who betrays your confidence.",
80124726,Daniel Sosa: Sosafado,Daniel Sosa,"Stand-up & Chat Shows, Comedies, Wacky Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"Comedian Daniel Sosa inhabits various characters, including a Tupperware dealer, a thirsty priest and a Trojan horse soldier in this stand-up special.",
80183197,Sofía Niño de Rivera: Selección Natural,Sofía Niño de Rivera,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"Mexico's Sofía Niño de Rivera brings her dark humor to the stage with jokes about marriage traps, sexually attractive leopards and funny funerals.","Sofía Niño de Rivera can also be seen in the Netflix Original series ""Club of Crows"" as Emilia, Isabel's friend."
80183089,Mau Nieto: Viviendo sobrio… desde el bar,Mau Nieto,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"Performing at a bar, Mexican stand-up comedian Mau Nieto dishes on his modest upbringing, his failed relationships and his attempts to stay sober.",
80192062,Ricardo Quevedo: Hay gente así,Ricardo Quevedo,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"Droll comic Ricardo Quevedo hits Bogotá with a set that touches on embarrassing misunderstandings, sex talk, the thrill of being scared and more.",
80195801,Club de Cuervos Presents: The Ballad of Hugo Sánchez,"Jesús Zavala, Ianis Guerrero, Mauro Mauad","Series, Mexican TV Programmes, Comedy Programmes",,16+ ,Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua -- if only his mom will let him.,
80224161,Ultimate Beastmaster Great Britain,"Stuart Bennett, Kate Abdo, Nick Cummins","Series, Reality, Variety & Talk Shows, American Programmes",,13+ ,"In this obstacle course series, top athletes from the U.K. and other countries compete for cash and national pride. Kate Abdo and Stu Bennett host.",
80117748,Bill Nye Saves the World,"Bill Nye, Karlie Kloss, Derek Muller","Series, Reality, Variety & Talk Shows, American Programmes",,13+ ,Emmy-winning host Bill Nye brings experts and famous guests to his lab for a talk show exploring scientific issues that touch our lives.,Special guests including Grammy nominee Steve Aoki and Golden Globe winner Rachel Bloom help Bill test out his theories.
80066798,Keith Richards: Under the Influence,Keith Richards,"Music & Musicals, Rock & Pop, Music & Concert Documentaries, Documentaries, Biographical Documentaries",Morgan Neville,16+ ,"In a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today.",
80042368,A Very Murray Christmas,"Bill Murray, Miley Cyrus, George Clooney","Critically-acclaimed Films, Music & Musicals, Series, American Programmes, Comedy Programmes, Comedies",Sofia Coppola,13+ ,"Bill Murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows.","Chris Rock, Amy Poehler and other stars lend their comic and musical talents to this special directed by Sofia Coppola."
80117627,Call Me Francis,"Rodrigo de la Serna, Sergio Hernández, Mercedes Morán","Period Pieces, Series, Italian TV Programmes, Drama Programmes",,16+ ,"On his path to becoming Pope Francis, Father Jorge Bergoglio pursues his religious vocation in a country ravaged by a brutal military dictatorship.",
80195811,Secret Agent Selection: WW2,,"Series, Reality, Variety & Talk Shows, British Programmes",,13+ ,"In this history-steeped reality series, 14 contestants undergo the same rigorous selection process as Britain's top-secret World War II spies.",
80233883,Big Fish & Begonia,"Stephanie Sheh, Guanlin Ji, Johnny Yong Bosch","Teen Films, Critically-acclaimed Films, Adult Animation, Anime, Anime Fantasies, Anime Feature Films, International Films, Action & Adventure, Sci-Fi & Fantasy","Liang Xuan, Zhang Chun",13+ ,"A girl from a mystical realm transforms into a dolphin to explore the human world, where an encounter with a young man propels her on a fateful quest.",
80230018,Switched,"Daiki Shigeoka, Tomohiro Kamiyama, Kaya Kiyohara","Series, Japanese Programmes, TV Programmes based on Comics, Teen Programmes, Asian Programmes, Drama Programmes",,16+ ,"High schooler Ayumi's perfect world evaporates when her envious classmate Zenko somehow steals her body, her boyfriend and her life.",
80238110,John Mulaney: Kid Gorgeous at Radio City,John Mulaney,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Alex Timbers,16+ ,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special.",This nimble stand-up set drew raves from critics and earned Mulaney an Emmy for Outstanding Writing.
80151384,Tig Notaro Happy To Be Here,Tig Notaro,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Tig Notaro,13+ ,"Comedian Tig Notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more.","Emmy nominee Notaro has attracted a loyal following via podcasts, TV shows and a famous set about her cancer diagnosis."
80044804,Demetri Martin: Live (At the Time),Demetri Martin,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Jay Karas,16+ ,"Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special.","Martin won a Writers Guild Award in 2005 for his work on ""Late Night With Conan O’Brien."""
80244848,Loudon Wainwright III: Surviving Twin,Loudon Wainwright III,Music & Musicals,Christopher Guest,13+ ,Grammy-winning singer Loudon Wainwright III reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories.,
80134827,Brian Regan: Nunchucks and Flamethrowers,Brian Regan,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Troy Miller,7+ ,"Brian Regan takes relatable family humor to new heights as he talks board games, underwear elastic and looking for hot dogs in all the wrong places.",
80106124,Bo Burnham: Make Happy,Bo Burnham,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Bo Burnham, Christopher Storer",16+ ,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special.",
80177406,Patton Oswalt: Annihilation,Patton Oswalt,"Stand-up & Chat Shows, Comedies, Dark Comedies, Stand-up Comedy",Bobcat Goldthwait,16+ ,"By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy.",This dynamic and heartfelt special earned an Emmy nomination for Outstanding Writing.
80073486,Chelsea Does,Chelsea Handler,"Series, Documentary Programmes, American Programmes, Documentaries, Social & Cultural Documentaries",,16+ ,"In a provocative documentary series, comedian Chelsea Handler confronts personal and cultural hang-ups around four topics that fascinate her.",Handler made history as only the second woman to host her own late-night TV show. She's written several bestselling books.
80049065,W/ Bob & David,"David Cross, Bob Odenkirk, John Ennis","Series, American Programmes, Comedy Programmes",,16+ ,"After being dishonorably discharged from the Navy Seals, Bob and David are back serving our country the way they do best -- making sketch comedy.",
80193475,A Little Help with Carol Burnett,"Carol Burnett, Russell Peters, Mark Cuban","Series, Reality, Variety & Talk Shows, American Programmes, Comedy Programmes, Stand-up & Chat Shows",,7+ ,"Comedy icon Carol Burnett returns to TV with a panel of clever kids, who help adults and celebrity guests solve their problems with brutal honesty.",
80208684,Todd Glass: Act Happy,Todd Glass,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Scott Moran,16+ ,Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.,
80115673,Reggie Watts: Spatial,Reggie Watts,"Stand-up & Chat Shows, Comedies, Wacky Comedies, Stand-up Comedy",Benjamin Dickinson,16+ ,"The comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures.","Reggie Watts won the 2006 Andy Kaufman Award, an honor given to cutting-edge comics who defy convention."
80214405,A Korean Odyssey,"Lee Seung-gi, Cha Seung-won, Oh Yeon-seo","Series, K-dramas, TV Programmes based on Books, Romance Programmes, Asian Programmes, Drama Programmes, Horror Programmes, Sci-Fi & Fantasy Programmes",,13+ ,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,"Lee Seung-gi returns to screen after his army service in this modern take on the Chinese classic, ""Journey to the West."""
80176866,Man to Man,"Park Hae-Jin, Park Sung-woong, Kim Min-joung","Series, K-dramas, Romance Programmes, Asian Programmes, Action & Adventure Programmes, Drama Programmes",Chang-Min Lee,13+ ,"Disguised as a bodyguard, a special agent must complete his national secret tasks while pandering to the whims of his ill-tempered world star.",
80161700,One More Time,"L, So-hui Yoon, Kim Gi-du","Series, K-dramas, Romance Programmes, Asian Programmes, Drama Programmes",,13+ ,This fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate.,
80993655,Us and Them,"Jing Boran, Zhou Dongyu, Zhuangzhuang Tian","International Films, Dramas, Dramas based on a book, Romantic Dramas, Romantic Films, Romantic Films based on a book","Rene Liu, Joe Martin",13+ ,"Two strangers meet on a train and form a bond that evolves over the years. After a separation, they reconnect and reflect on their love for each other.","Nominated for five Golden Horse Awards, including Best New Director (Rene Liu) and Supporting Actor (Tian Zhuangzhuang)."
80212301,Terrace House: Opening New Doors,"You, Reina Triendl, Yoshimi Tokui","Series, Japanese Programmes, Reality, Variety & Talk Shows, Asian Programmes",,13+ ,"A group of young people -- including a chef, a snowboarder and an ice hockey player -- gather in the Karuizawa woods while pursuing their dreams.",
81000509,On Children,"Chuan-Chen Yeh, Chung Hsin-ling, Frances Wu","Series, Chinese  Programmes, Taiwanese TV Programmes, TV Programmes based on Books, Teen Programmes, Asian Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",,16+ ,"These uncanny tales reveal a world where individuals face the tragic consequences of social pressure, parental oppression and family dysfunction.","A winner of Taiwan's Golden Bell Awards, Chen Hui-ling directs this chilling series based on Wu Xiaole’s novel."
81012978,Take My Brother Away,"Sun Qian, Joseph Zeng, Lv Xiao Yu","Series, Chinese  Programmes, TV Programmes based on Comics, Teen Programmes, Asian Programmes, Drama Programmes, Comedy Programmes",Han Qing,13+ ,"Bickering siblings Shi Miao and Shi Fen tackle friendship matters, school drama and the pitfalls of growing up with little parental supervision.","Sun Qian (""Meteor Garden"") stars in this comedy based on the popular Chinese manga ""Please Take My Brother Away!"""
80128686,"Hello, My Twenties!","Han Ye-ri, Han Seung-yeon, Park Eun-bin","Series, K-dramas, Romance Programmes, Asian Programmes, Drama Programmes, Comedy Programmes",,13+ ,"With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque.",Han Seung-yeon from the K-pop girl group KARA stars as one of the five housemates in this comedy-drama series.
80241877,The Judgement,"Lapassalal Jiravechsoontornkul, Nontanun Anchuleepradit, Thanabordee Jaiyen","Series, Thai TV Programmes, Teen Programmes, Crime Programmes, Asian Programmes, Drama Programmes",,16+ ,"After a traumatic incident at a party makes her a target of gossip and derision, a young college student tries to change her school's toxic culture.",
80081170,Buddy Thunderstruck,"Brian Atkinson, Ted Raimi, Harry Chaskin","Animation, Series, Kids’ Programmes, Talking-Animal Kids' TV, Comedy Programmes, TV Cartoons",,7+ ,"Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit.",
80149064,Buddy Thunderstruck: The Maybe Pile,"Brian Atkinson, Ted Raimi, Harry Chaskin","Animation, Series, Kids’ Programmes, Talking-Animal Kids' TV, Comedy Programmes, TV Cartoons",Harry Chaskin,7+ ,"Champion truck-racing dog Buddy and his best friend, ferret mechanic Darnell, paw through the ""maybe pile"" and test out a bunch of crazy stunts.",
80113090,Julie's Greenroom,"Julie Andrews, Giullian Yao Gioiello, Jennifer Barnhart","Kids' Music, Series, Kids’ Programmes, Education, Little Kids TV, Little Kids, Education & Guidance",,All ,Adorable puppets stage their own musical under the watchful eye of mentor Julie Andrews in this original kids' series from the Jim Henson Company.,"An all-star lineup of special guests includes Idina Menzel, Josh Groban, Alec Baldwin, Sara Bareilles and Carol Burnett."
81002336,Super Monsters Monster Party,"Elyse Maloway, Vincent Tong, Erin Matthews","Animation, Music & Musicals, Kids' Music, Series, Kids’ Programmes, Little Kids TV, Little Kids, TV Cartoons",,All ,"Sing along and move to this groovy collection of music videos featuring monster friends Katya, Lobo, Zoe, Drac, Cleo and Frankie!",
80156387,Little Witch Academia,"Megumi Han, Fumiko Orikasa, Michiyo Murase","Anime, Anime Fantasies, Anime Series, Series, Japanese Programmes",,7+ ,"Akko enrolls at the Luna Nova Witchcraft Academy. She's not the best student, but her bright attitude is the key to her and her friends' success.",
80174918,ID-0,"Kazuyuki Okitsu, Minami Tsuda, Masaya Matsukaze","Anime, Cyborg & Robot Anime, Anime Sci-Fi, Anime Series, Series, Japanese Programmes, Cyberpunk",,13+ ,"In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.",
80152350,Neo Yokio,"Jaden Smith, Jude Law, Tavi Gevinson","Animation, Adult Animation, Series, American Programmes, Teen Programmes, Sci-Fi & Fantasy Programmes, Comedy Programmes",,16+ ,"Joined by his faithful mecha-butler, Kaz Kaan pursues love, fashion and supernatural forces amid Neo Yokio's sinister high society.","Jaden Smith, Jude Law, Susan Sarandon, Jason Schwartzman and Tavi Gevinson lend their voices to this animated comedy."
80073289,Netflix Presents: The Characters,"Lauren Lapkus, John Early, Henry Zebrowski","Series, American Programmes, Comedy Programmes",,16+ ,We asked eight up-and-coming comedians for their wildest sketch and improv routines -- and got a new comedy series unlike anything else.,
80132738,Samurai Gourmet,"Naoto Takenaka, Tetsuji Tamayama, Honami Suzuki","Series, Japanese Programmes, TV Programmes based on Comics, Asian Programmes, Drama Programmes",,7+ ,Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires.,"The ending theme for the show is sung by star Naoto Takenaka, with music by Koji Tamaki of rock band Anzen Chitai."
80175348,Kantaro: The Sweet Tooth Salaryman,"Matsuya Onoe, Ren Ishikawa, Hiroyuki Onoue","Series, Japanese Programmes, TV Programmes based on Comics, Asian Programmes, Comedy Programmes",,7+ ,Elite publishing sales rep Kantaro wraps up his client visits in record time so he can secretly pursue his quest to indulge in the tastiest of sweets.,
80067942,Terrace House: Boys & Girls in the City,"You, Reina Triendl, Ryota Yamasato","Series, Japanese Programmes, Reality, Variety & Talk Shows, Asian Programmes",,13+ ,"A new set of six men and women start their lives together under one roof. All they get is a fabulous home and a car. As always, there is no script.",
80174436,Mercury 13,,"Critically-acclaimed Films, Documentaries, Critically-acclaimed Documentaries, Social & Cultural Documentaries","David Sington, Heather Walsh",7+ ,"After rigorous testing in 1961, a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight.",
80117454,Joan Didion: The Center Will Not Hold,Joan Didion,"Critically-acclaimed Films, Documentaries, Critically-acclaimed Documentaries, Biographical Documentaries, Social & Cultural Documentaries",Griffin Dunne,13+ ,"Literary icon Joan Didion reflects on her remarkable career and personal struggles in this intimate documentary directed by her nephew, Griffin Dunne.","Anna Wintour, Calvin Trillin and Harrison Ford are among the many notable interviewees in this Emmy-nominated film."
70296733,Mitt,Mitt Romney,"Documentaries, Biographical Documentaries, Social & Cultural Documentaries, Political Documentaries",Greg Whiteley,7+ ,The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.,
80168221,"Oh, Hello On Broadway","Nick Kroll, John Mulaney","Stand-up & Chat Shows, Comedies, Stand-up Comedy",Michael John Warren,16+ ,"Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show.","Kroll and Mulaney's aging prankster characters Gil Faizon and George St. Geegland rose to prominence on ""Kroll Show."""
80149821,The Rachel Divide,,"Documentaries, Biographical Documentaries, Social & Cultural Documentaries",Laura Brownson,13+ ,"Rachel Dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity.",
80142223,Laerte-se,Laerte Coutinho,"International Films, Latin American Films, Documentaries, Biographical Documentaries","Lygia Barbosa da Silva, Eliane Brum",16+ ,"After living as a man for nearly 60 years, Laerte Coutinho, one of Brazil's most brilliant cartoonists, introduces herself to the world as a woman.",
80214772,Bad Guys: Vile City,"Park Joong-hoon, Joo Jin-mo, Yang Ik-june","Series, K-dramas, Crime Programmes, Asian Programmes, Action & Adventure Programmes, Drama Programmes",,16+ ,"Ordered to take down a villainous business leader who controls the city, a prosecutor gathers a team of men who may not be so clean themselves.",
80209553,Busted!,"Yoo Jae-suk, Ahn Jae-wook, Kim Jong-min","Series, Reality, Variety & Talk Shows, Asian Programmes, Mystery Programmes, Comedy Programmes",,13+ ,"Tackling different mysteries in each episode of this game show, seven sleuths get closer to solving the biggest one of all: What happened to Project D?","From the creators of ""Running Man"" comes this quirky game show starring Yoo Jae-suk and Lee Kwang-soo."
80150604,White Nights,"Lee Yo-won, Jin Goo, U-ie","Series, K-dramas, Asian Programmes, Drama Programmes",,13+ ,"A coldhearted heiress, a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power.",
80155793,The Sound of Your Heart,"Lee Kwang-soo, Kim Dae-myung, Jung So-min","Series, K-dramas, Korean Web Dramas, Asian Programmes, Comedy Programmes",,13+ ,"Based on Korea's longest-running webtoon series, this comedy follows the ridiculous daily lives of a cartoonist, his girlfriend and his subpar family.",
80223734,Yoo Byung Jae: Too Much Information,Yoo Byung Jae,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Yoo Byung Jae,16+ ,"""Saturday Night Live Korea"" writer-turned-comedian Yoo Byung-jae lays bare his childhood memories and philosophy on sex in his first stand-up venture.",
80223582,Yoo Byung Jae: Discomfort Zone,Yoo Byung Jae,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Y. Joon Chung,16+ ,Daring comedian Yoo Byung-jae connects criticism he's received from the general public to some of the most touchy issues in current Korean society.,
80134526,Bomb Scared,"Javier Cámara, Julián López, Miren Ibarguren","International Films, Spanish Films, Comedies, Dark Comedies, Spoofs & Satires, Independent Films, Independent Comedies",Borja Cobeaga,16+ ,"In this dark comedy, a dysfunctional group of wannabe Basque terrorists awaits word about a new mission while Spain makes a run at the World Cup title.","Writers Borja Cobeaga and Diego San José (""Spanish Affair"") team up for this satire starring Javier Cámara (""Narcos"")."
80067618,Atelier,"Mirei Kiritani, Mao Daichi, Wakana Sakai","Series, Japanese Programmes, Asian Programmes, Drama Programmes",,7+ ,"A young ""fabric geek"" lands a job at an upscale Japanese lingerie company -- and quickly discovers she'll need help to survive.","Mirei Kiritani (""Ace Attorney,"" ""Koisuru Vampire"") stars as a fabric geek in this lingerie-based drama."
80199051,The Many Faces of Ito,"Fumino Kimura, Nozomi Sasaki, Mirai Shida","Series, Japanese Programmes, TV Programmes based on Books, Romance Programmes, Asian Programmes, Drama Programmes",,13+ ,A jaded rom-com screenwriter in her 30s mines four love-sick women for their stories under the guise of providing them with romantic advice.,
80198794,Re:Mind,Keyakizaka46,"Series, Japanese Programmes, Teen Programmes, Asian Programmes, Drama Programmes, Mystery Programmes",,16+ ,"Eleven high school classmates awaken, restrained to a large dining room. While fearing for their lives, they question a motive to this bizarre act.",
80224294,Monkey Twins,"Phakin Khamwilaisak, Sumret Muengput, Alisa Kunkwaeng","Series, Thai TV Programmes, Crime Programmes, Asian Programmes, Action & Adventure Programmes",,16+ ,"Inspired by Khon dance drama and Thai martial arts, a fighter scarred by the past joins forces with a determined cop to battle an organized crime ring.",
80198545,Trailer Park Boys: Out of the Park: USA,"John Paul Tremblay, Robb Wells, Mike Smith","Series, Canadian TV Programmes, Comedy Programmes",,16+ ,"The boys are back on the loose as Bubbles, Julian and Ricky head south of the Canadian border for some outrageous American adventures.",
80168188,Chasing Coral,,"Critically-acclaimed Films, Award-winning Films, Documentaries, Critically-acclaimed Documentaries, Science & Nature Documentaries",Jeff Orlowski,7+ ,"Divers, scientists and photographers around the world mount an epic underwater campaign to document the disappearance of coral reefs.","Director Jeff Orlowski's follow-up to ""Chasing Ice"" won an Emmy for Outstanding Nature Documentary."
70308278,Mission Blue,"James Cameron, Michael deGruy, Sylvia Earle","Critically-acclaimed Films, Award-winning Films, Documentaries, Critically-acclaimed Documentaries, Science & Nature Documentaries","Robert Nixon, Fisher Stevens",7+ ,This documentary follows oceanographer Sylvia Earle's campaign to save the world's oceans from threats such as overfishing and toxic waste.,"Oscar-winning director James Cameron (""Titanic"") is among the experts contributing to this Netflix Original Documentary."
80031666,Winter on Fire: Ukraine's Fight for Freedom,,"Critically-acclaimed Films, International Films, Award-winning Films, Documentaries, Critically-acclaimed Documentaries, Social & Cultural Documentaries, Political Documentaries",Evgeny Afineevsky,16+ ,"Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement.",This up-close view of history in the making was nominated for an Academy Award for Best Documentary Feature.
70299286,E-Team,,"Critically-acclaimed Films, Award-winning Films, Documentaries, Critically-acclaimed Documentaries, Social & Cultural Documentaries, Political Documentaries","Katy Chevigny, Ross Kauffman",16+ ,The courageous investigators of Human Rights Watch's Emergencies Team risk their lives to document unlawful attacks on civilians by brutal dictators.,"""E-Team"" co-director Ross Kauffman won an Academy Award and an Emmy for his previous documentary, ""Born into Brothels."""
80183198,"El Especial de Alex Fernández, el Especial",Alex Fernández,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Jan Suter,16+ ,"From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up.",
80192135,Coco y Raulito: Carrusel de ternura,"Coco Celis, Raúl Meneses","Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"A study in contrasts, comedy partners and good friends Coco Celis and Raúl Meneses alternate separate stand-up sets for double the laughs.",
80183088,Mea Culpa,Alexis de Anda,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"Raw and outspoken, comedian Alexis de Anda bares her soul about weddings, exercise, sex, gynecologists, drugs and much more in this stand-up special.",
80124728,Ricardo O'Farrill: Abrazo navideño,"Ricardo O'Farrill, Carlos Ballarta, Sofía Niño de Rivera","Stand-up & Chat Shows, Comedies, Dark Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"The expressive Ricardo O'Farrill uses his astute comedic sensibilities to tease Christmas traditions, and not even Santa Claus escapes unscathed.",
80191990,Todo lo que sería Lucas Lauriente,Lucas Lauriente,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"In his stand-up set, Argentine comic Lucas Lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals.""",
80192136,Alejandro Riaño: Especial de stand up,Alejandro Riaño,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"Colombian comedian Alejandro Riaño discusses the perks of dating a she-wolf, styles of dancing, the quirks of Bogotá men and soccer game announcers.","Stand-up comic Alejandro Riaño starred in his first lead movie role in the 2017 Colombian comedy film ""Empeliculados."""
80191988,Arango y Sanint: Ríase el show,"Julián Arango, Antonio Sanint","Stand-up & Chat Shows, Comedies, Wacky Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",16+ ,"Colombian stand-up comedians Antonio Sanint and Julián Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera.",Colombian TV stars Julián Arango and Antonio Sanint share a stage for the first time in this performance filmed in Cali.
80192064,Luciano Mellera: Infantiloide,Luciano Mellera,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Raúl Campos, Jan Suter",13+ ,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.,
80164077,Fabrizio Copano: Solo pienso en mi,Fabrizio Copano,"Stand-up & Chat Shows, Comedies, Dark Comedies, Stand-up Comedy","Rodrigo Toro, Francisco Schultz",16+ ,"Fabrizio Copano takes audience participation to the next level in this stand-up set while reflecting on sperm banks, family WhatsApp groups and more.",
80108450,El Vato,"El Dasa, Cristina Rodlo, Ricardo Polanco","Series, Mexican TV Programmes, Award-winning TV Programmes, Drama Programmes, Comedy Programmes",,16+ ,"Regional Mexican singer El Vato and his friends struggle to succeed in the enticing but deceptive music world in Los Angeles, California.","Mexican pop singing sensation El Dasa stars in the series, loosely based on his own unlikely path to fame."
80202134,Ultimate Beastmaster India,"Vidyut Jammwal, Sarah-Jane Dias, Tiki Barber","Series, Hindi-Language TV Programmes, Reality, Variety & Talk Shows, American Programmes",,7+ ,Athletes from India and five other countries battle for honor on the toughest obstacle course ever created. Sarah-Jane Dias and Vidyut Jammwal host.,
80011852,The Other One: The Long Strange Trip of Bob Weir,Bob Weir,"Music & Musicals, Rock & Pop, Music & Concert Documentaries, Documentaries, Biographical Documentaries",Mike Fleiss,13+ ,This chronicle of Bob Weir highlights his brotherhood with Jerry Garcia and his success as a member of one of the world's most influential bands.,"In 1994, Bob Weir was inducted into the Rock and Roll Hall of Fame as part of the Grateful Dead."
80049928,Five Came Back,"Steven Spielberg, Guillermo del Toro, Lawrence Kasdan","Series, Award-winning TV Programmes, TV Programmes based on Books, Documentary Programmes, American Programmes, Documentaries, Critically-acclaimed Documentaries, Historical Documentaries, Military Documentaries",Laurent Bouzereau,16+ ,Five acclaimed contemporary directors tell the story of five legendary Hollywood filmmakers who enlisted in the armed forces to document World War II.,Narrator Meryl Streep won an Emmy for her work on this documentary series executive-produced by Steven Spielberg.
80175822,Blazing Transfer Students,"Daiki Shigeoka, Akito Kiriyama, Junta Nakama","Series, Japanese Programmes, TV Programmes based on Comics, Teen Programmes, Asian Programmes, Action & Adventure Programmes, Comedy Programmes",,16+ ,"Featuring the boys of Johnny's West, a gang of zany transfer students are recruited for a mysterious mission ordained by their shadowy principal.",This series' over-the-top material gives the charismatic members of boy band Johnny’s West ample opportunity to shine.
80028208,Tig,Tig Notaro,"Stand-up & Chat Shows, Stand-up Comedy, Documentaries, Biographical Documentaries","Kristina Goolsby, Ashley York",13+ ,Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.,"Tig Notaro received a Best Comedy Album Grammy nomination for her album ""Live."""
80159028,Fred Armisen: Standup For Drummers,Fred Armisen,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Lance Bangs,7+ ,"For an audience of drummers, comedian Fred Armisen shares and demonstrates his thoughts on musical genres, drummer quirks, regional accents and more.",
80049872,Chelsea,,"Series, Reality, Variety & Talk Shows, American Programmes, Comedy Programmes, Stand-up & Chat Shows",,16+ ,"It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style.",Late-night queen and bestselling author Handler has built an entertainment empire with her frank and irreverent humor.
